Year,Profession,HourlyRate,Source,Region,Experience
2015.67,Translation,22.74,,,
2015.67,UX/UI Design,34.16,,,
2015.67,Video Editing,23.66,,,
2015.67,Virtual Assistant,17.92,,,
2015.67,Voiceover,31.57,,,
2015.67,Web Development,34.37,,,
2015.67,Writing,20.01,,,
2015.75,3D Modeling,30.65,,,
2015.75,3D Modeling,30.91,,,
2015.75,3D Modeling,30.96,,,
2015.75,3D Modeling,31.96,,,
2015.75,3D Modeling,30.37,,,
2015.75,3D Modeling,30.92,,,
2015.75,3D Modeling,31.39,,,
2015.75,3D Modeling,31.61,,,
2015.75,3D Modeling,31.85,,,
2015.75,3D Modeling,31.75,,,
2015.75,AI/ML Development,46.14,,,
2015.75,AI/ML Development,45.91,,,
2015.75,AI/ML Development,47.17,,,
2015.75,AI/ML Development,46.33,,,
2015.75,AI/ML Development,47.53,,,
2015.75,AI/ML Development,48.29,,,
2015.75,AI/ML Development,46.69,,,
2015.75,AI/ML Development,48.54,,,
2015.75,AI/ML Development,50.17,,,
2015.75,AI/ML Development,49.55,,,
2015.75,Accounting,35.39,,,
2015.75,Accounting,35.1,,,
2015.75,Accounting,34.47,,,
2015.75,Accounting,35.77,,,
2015.75,Accounting,35.36,,,
2015.75,Accounting,35.23,,,
2015.75,Accounting,36.03,,,
2015.75,Accounting,36.12,,,
2015.75,Accounting,36.47,,,
2015.75,Accounting,36.33,,,
2015.75,Audio Production,27.63,,,
2015.75,Audio Production,28.47,,,
2015.75,Audio Production,28.33,,,
2015.75,Audio Production,27.7,,,
2015.75,Audio Production,29.04,,,
2015.75,Audio Production,28.33,,,
2015.75,Audio Production,28.78,,,
2015.75,Audio Production,28.99,,,
2015.75,Audio Production,29.21,,,
2015.75,Audio Production,29.24,,,
2015.75,Blockchain Development,54.91,,,
2015.75,Blockchain Development,53.18,,,
2015.75,Blockchain Development,55.11,,,
2015.75,Blockchain Development,56.42,,,
2015.75,Blockchain Development,57.32,,,
2015.75,Blockchain Development,58.12,,,
2015.75,Blockchain Development,61.75,,,
2015.75,Blockchain Development,61.21,,,
2015.75,Blockchain Development,60.89,,,
2015.75,Blockchain Development,60.85,,,
2015.75,Content Creation,18.06,,,
2015.75,Content Creation,17.96,,,
2015.75,Content Creation,18.39,,,
2015.75,Content Creation,17.88,,,
2015.75,Content Creation,18.36,,,
2015.75,Content Creation,18.86,,,
2015.75,Content Creation,18.24,,,
2015.75,Content Creation,18.53,,,
2015.75,Content Creation,18.48,,,
2015.75,Content Creation,18.52,,,
2015.75,Cybersecurity,48.27,,,
2015.75,Cybersecurity,50.5,,,
2015.75,Cybersecurity,49.81,,,
2015.75,Cybersecurity,51.28,,,
2015.75,Cybersecurity,51.17,,,
2015.75,Cybersecurity,53.65,,,
2015.75,Cybersecurity,52.16,,,
2015.75,Cybersecurity,53.85,,,
2015.75,Cybersecurity,54.27,,,
2015.75,Cybersecurity,55.46,,,
2015.75,Data Analysis,31.83,,,
2015.75,DevOps Engineering,39.8,,,
2015.75,DevOps Engineering,41.62,,,
2015.75,DevOps Engineering,41.75,,,
2015.75,DevOps Engineering,40.46,,,
2015.75,DevOps Engineering,41.44,,,
2015.75,DevOps Engineering,41.65,,,
2015.75,DevOps Engineering,42.85,,,
2015.75,DevOps Engineering,43.1,,,
2015.75,DevOps Engineering,42.88,,,
2015.75,DevOps Engineering,42.02,,,
2015.75,Graphic Design,23.98,,,
2015.75,Legal Services,59.59,,,
2015.75,Legal Services,61.45,,,
2015.75,Legal Services,60.63,,,
2015.75,Legal Services,61.41,,,
2015.75,Legal Services,59.9,,,
2015.75,Legal Services,60.4,,,
2015.75,Legal Services,61.06,,,
2015.75,Legal Services,61.88,,,
2015.75,Legal Services,61.07,,,
2015.75,Legal Services,61.14,,,
2015.75,Marketing,27.26,,,
2015.75,Mobile Development,34.53,,,
2015.75,Mobile Development,35.86,,,
2015.75,Mobile Development,35.26,,,
2015.75,Mobile Development,35.42,,,
2015.75,Mobile Development,35.88,,,
2015.75,Mobile Development,36.43,,,
2015.75,Mobile Development,36.5,,,
2015.75,Mobile Development,37.7,,,
2015.75,Mobile Development,37.48,,,
2015.75,Mobile Development,36.4,,,
2015.75,Photography,24.81,,,
2015.75,Photography,24.67,,,
2015.75,Photography,25.63,,,
2015.75,Photography,25.26,,,
2015.75,Photography,26.03,,,
2015.75,Photography,25.28,,,
2015.75,Photography,25.37,,,
2015.75,Photography,26.14,,,
2015.75,Photography,26.18,,,
2015.75,Photography,26.3,,,
2015.75,Project Management,41.37,,,
2015.75,Project Management,40.47,,,
2015.75,Project Management,40.24,,,
2015.75,Project Management,40.31,,,
2015.75,Project Management,41.04,,,
2015.75,Project Management,40.77,,,
2015.75,Project Management,40.17,,,
2015.75,Project Management,42.4,,,
2015.75,Project Management,42.45,,,
2015.75,Project Management,43.37,,,
2015.75,SEO/SEM,24.81,,,
2015.75,SEO/SEM,25.41,,,
2015.75,SEO/SEM,25.73,,,
2015.75,SEO/SEM,24.74,,,
2015.75,SEO/SEM,25.7,,,
2015.75,SEO/SEM,25.09,,,
2015.75,SEO/SEM,25.76,,,
2015.75,SEO/SEM,26.15,,,
2015.75,SEO/SEM,25.82,,,
2015.75,SEO/SEM,26.22,,,
2015.75,Social Media Management,19.93,,,
2015.75,Social Media Management,19.98,,,
2015.75,Social Media Management,20.16,,,
2015.75,Social Media Management,20.13,,,
2015.75,Social Media Management,20.4,,,
2015.75,Social Media Management,20.46,,,
2015.75,Social Media Management,20.22,,,
2015.75,Social Media Management,21.16,,,
2015.75,Social Media Management,20.91,,,
2015.75,Social Media Management,21.38,,,
2015.75,Translation,22.3,,,
2015.75,Translation,21.96,,,
2015.75,Translation,22.05,,,
2015.75,Translation,22.23,,,
2015.75,Translation,22.29,,,
2015.75,Translation,22.61,,,
2015.75,Translation,22.78,,,
2015.75,Translation,22.53,,,
2015.75,Translation,22.56,,,
2015.75,Translation,22.87,,,
2015.75,UX/UI Design,34.29,,,
2015.75,Video Editing,23.8,,,
2015.75,Virtual Assistant,18.56,,,
2015.75,Voiceover,31.51,,,
2015.75,Web Development,34.44,,,
2015.75,Writing,19.93,,,
2015.83,3D Modeling,29.79,,,
2015.83,3D Modeling,30.28,,,
2015.83,3D Modeling,30.79,,,
2015.83,3D Modeling,30.98,,,
2015.83,3D Modeling,31.08,,,
2015.83,3D Modeling,31.2,,,
2015.83,3D Modeling,31.36,,,
2015.83,3D Modeling,32.02,,,
2015.83,3D Modeling,32.6,,,
2015.83,3D Modeling,31.16,,,
2015.83,3D Modeling,33.07,,,
2015.83,AI/ML Development,45.05,,,
2015.83,AI/ML Development,44.69,,,
2015.83,AI/ML Development,46.92,,,
2015.83,AI/ML Development,45.93,,,
2015.83,AI/ML Development,47.03,,,
2015.83,AI/ML Development,47.92,,,
2015.83,AI/ML Development,47.66,,,
2015.83,AI/ML Development,48.53,,,
2015.83,AI/ML Development,49.2,,,
2015.83,AI/ML Development,47.89,,,
2015.83,AI/ML Development,50.2,,,
2015.83,Accounting,36.08,,,
2015.83,Accounting,35.34,,,
2015.83,Accounting,35.48,,,
2015.83,Accounting,35.29,,,
2015.83,Accounting,35.53,,,
2015.83,Accounting,35.86,,,
2015.83,Accounting,35.97,,,
2015.83,Accounting,36.22,,,
2015.83,Accounting,36.4,,,
2015.83,Accounting,36.64,,,
2015.83,Accounting,36.28,,,
2015.83,Audio Production,27.93,,,
2015.83,Audio Production,27.78,,,
2015.83,Audio Production,28.54,,,
2015.83,Audio Production,29.02,,,
2015.83,Audio Production,28.37,,,
2015.83,Audio Production,28.64,,,
2015.83,Audio Production,29.25,,,
2015.83,Audio Production,29.43,,,
2015.83,Audio Production,29.27,,,
2015.83,Audio Production,29.7,,,
2015.83,Audio Production,29.9,,,
2015.83,Blockchain Development,53.53,,,
2015.83,Blockchain Development,55.44,,,
2015.83,Blockchain Development,53.6,,,
2015.83,Blockchain Development,57.71,,,
2015.83,Blockchain Development,58.56,,,
2015.83,Blockchain Development,57.79,,,
2015.83,Blockchain Development,56.9,,,
2015.83,Blockchain Development,58.44,,,
2015.83,Blockchain Development,59.07,,,
2015.83,Blockchain Development,62.53,,,
2015.83,Blockchain Development,60.25,,,
2015.83,Content Creation,18.06,,,
2015.83,Content Creation,18.05,,,
2015.83,Content Creation,18.14,,,
2015.83,Content Creation,18.13,,,
2015.83,Content Creation,18.47,,,
2015.83,Content Creation,18.74,,,
2015.83,Content Creation,18.62,,,
2015.83,Content Creation,18.61,,,
2015.83,Content Creation,18.62,,,
2015.83,Content Creation,18.88,,,
2015.83,Content Creation,18.73,,,
2015.83,Cybersecurity,50.67,,,
2015.83,Cybersecurity,48.23,,,
2015.83,Cybersecurity,51.26,,,
2015.83,Cybersecurity,51.8,,,
2015.83,Cybersecurity,51.13,,,
2015.83,Cybersecurity,50.41,,,
2015.83,Cybersecurity,52.68,,,
2015.83,Cybersecurity,53.37,,,
2015.83,Cybersecurity,53.17,,,
2015.83,Cybersecurity,54.6,,,
2015.83,Cybersecurity,54.65,,,
2015.83,Data Analysis,31.6,,,
2015.83,DevOps Engineering,39.5,,,
2015.83,DevOps Engineering,40.98,,,
2015.83,DevOps Engineering,40.23,,,
2015.83,DevOps Engineering,41.2,,,
2015.83,DevOps Engineering,41.79,,,
2015.83,DevOps Engineering,40.86,,,
2015.83,DevOps Engineering,42.37,,,
2015.83,DevOps Engineering,42.67,,,
2015.83,DevOps Engineering,43.1,,,
2015.83,DevOps Engineering,43.96,,,
2015.83,DevOps Engineering,43.41,,,
2015.83,Graphic Design,24.11,,,
2015.83,Legal Services,59.69,,,
2015.83,Legal Services,60.31,,,
2015.83,Legal Services,60.55,,,
2015.83,Legal Services,60.34,,,
2015.83,Legal Services,61.17,,,
2015.83,Legal Services,61.25,,,
2015.83,Legal Services,60.36,,,
2015.83,Legal Services,62.07,,,
2015.83,Legal Services,60.87,,,
2015.83,Legal Services,62.1,,,
2015.83,Legal Services,60.98,,,
2015.83,Marketing,27.29,,,
2015.83,Mobile Development,35.05,,,
2015.83,Mobile Development,35.12,,,
2015.83,Mobile Development,35.15,,,
2015.83,Mobile Development,36.2,,,
2015.83,Mobile Development,36.15,,,
2015.83,Mobile Development,36.48,,,
2015.83,Mobile Development,36.75,,,
2015.83,Mobile Development,36.22,,,
2015.83,Mobile Development,36.29,,,
2015.83,Mobile Development,36.89,,,
2015.83,Mobile Development,37.96,,,
2015.83,Photography,25.24,,,
2015.83,Photography,25.5,,,
2015.83,Photography,25.21,,,
2015.83,Photography,25.14,,,
2015.83,Photography,25.01,,,
2015.83,Photography,25.92,,,
2015.83,Photography,25.89,,,
2015.83,Photography,25.91,,,
2015.83,Photography,25.71,,,
2015.83,Photography,26.08,,,
2015.83,Photography,26.01,,,
2015.83,Project Management,38.8,,,
2015.83,Project Management,39.96,,,
2015.83,Project Management,40.52,,,
2015.83,Project Management,40.46,,,
2015.83,Project Management,41.61,,,
2015.83,Project Management,40.84,,,
2015.83,Project Management,42.03,,,
2015.83,Project Management,41.43,,,
2015.83,Project Management,41.77,,,
2015.83,Project Management,42.95,,,
2015.83,Project Management,41.07,,,
2015.83,SEO/SEM,24.75,,,
2015.83,SEO/SEM,25.68,,,
2015.83,SEO/SEM,25.35,,,
2015.83,SEO/SEM,25.59,,,
2015.83,SEO/SEM,25.18,,,
2015.83,SEO/SEM,25.41,,,
2015.83,SEO/SEM,26.05,,,
2015.83,SEO/SEM,26.59,,,
2015.83,SEO/SEM,26.49,,,
2015.83,SEO/SEM,26.8,,,
2015.83,SEO/SEM,26.61,,,
2015.83,Social Media Management,20.01,,,
2015.83,Social Media Management,20.17,,,
2015.83,Social Media Management,20.5,,,
2015.83,Social Media Management,20.34,,,
2015.83,Social Media Management,20.42,,,
2015.83,Social Media Management,21.06,,,
2015.83,Social Media Management,20.45,,,
2015.83,Social Media Management,20.83,,,
2015.83,Social Media Management,21.07,,,
2015.83,Social Media Management,21.28,,,
2015.83,Social Media Management,21.29,,,
2015.83,Translation,21.6,,,
2015.83,Translation,22.55,,,
2015.83,Translation,21.74,,,
2015.83,Translation,22.38,,,
2015.83,Translation,22.28,,,
2015.83,Translation,21.83,,,
2015.83,Translation,22.49,,,
2015.83,Translation,22.93,,,
2015.83,Translation,22.23,,,
2015.83,Translation,22.86,,,
2015.83,Translation,22.81,,,
2015.83,UX/UI Design,34.42,,,
2015.83,Video Editing,23.94,,,
2015.83,Virtual Assistant,19.2,,,
2015.83,Voiceover,31.45,,,
2015.83,Web Development,34.51,,,
2015.83,Writing,19.86,,,
2015.92,3D Modeling,30.58,,,
2015.92,3D Modeling,30.85,,,
2015.92,3D Modeling,31.16,,,
2015.92,3D Modeling,31.04,,,
2015.92,3D Modeling,30.62,,,
2015.92,3D Modeling,29.48,,,
2015.92,3D Modeling,30.96,,,
2015.92,3D Modeling,31.28,,,
2015.92,3D Modeling,31.78,,,
2015.92,3D Modeling,30.1,,,
2015.92,3D Modeling,31.91,,,
2015.92,3D Modeling,32.69,,,
2015.92,AI/ML Development,46.59,,,
2015.92,AI/ML Development,43.22,,,
2015.92,AI/ML Development,46.1,,,
2015.92,AI/ML Development,45.15,,,
2015.92,AI/ML Development,46.46,,,
2015.92,AI/ML Development,44.64,,,
2015.92,AI/ML Development,47.94,,,
2015.92,AI/ML Development,47.75,,,
2015.92,AI/ML Development,48.95,,,
2015.92,AI/ML Development,50.63,,,
2015.92,AI/ML Development,49.09,,,
2015.92,AI/ML Development,51.64,,,
2015.92,Accounting,34.36,,,
2015.92,Accounting,34.43,,,
2015.92,Accounting,35.3,,,
2015.92,Accounting,35.26,,,
2015.92,Accounting,36.21,,,
2015.92,Accounting,36.34,,,
2015.92,Accounting,35.53,,,
2015.92,Accounting,36.0,,,
2015.92,Accounting,35.51,,,
2015.92,Accounting,36.58,,,
2015.92,Accounting,36.72,,,
2015.92,Accounting,37.2,,,
2015.92,Audio Production,27.94,,,
2015.92,Audio Production,27.99,,,
2015.92,Audio Production,28.26,,,
2015.92,Audio Production,28.64,,,
2015.92,Audio Production,28.75,,,
2015.92,Audio Production,29.03,,,
2015.92,Audio Production,29.04,,,
2015.92,Audio Production,29.74,,,
2015.92,Audio Production,29.85,,,
2015.92,Audio Production,29.25,,,
2015.92,Audio Production,30.25,,,
2015.92,Audio Production,29.6,,,
2015.92,Blockchain Development,55.89,,,
2015.92,Blockchain Development,56.23,,,
2015.92,Blockchain Development,56.24,,,
2015.92,Blockchain Development,57.32,,,
2015.92,Blockchain Development,57.15,,,
2015.92,Blockchain Development,56.87,,,
2015.92,Blockchain Development,60.1,,,
2015.92,Blockchain Development,59.22,,,
2015.92,Blockchain Development,57.94,,,
2015.92,Blockchain Development,60.65,,,
2015.92,Blockchain Development,61.74,,,
2015.92,Blockchain Development,62.83,,,
2015.92,Content Creation,18.0,,,
2015.92,Content Creation,17.86,,,
2015.92,Content Creation,18.03,,,
2015.92,Content Creation,18.09,,,
2015.92,Content Creation,18.51,,,
2015.92,Content Creation,18.55,,,
2015.92,Content Creation,18.54,,,
2015.92,Content Creation,18.54,,,
2015.92,Content Creation,18.83,,,
2015.92,Content Creation,18.85,,,
2015.92,Content Creation,18.95,,,
2015.92,Content Creation,19.59,,,
2015.92,Cybersecurity,50.25,,,
2015.92,Cybersecurity,49.95,,,
2015.92,Cybersecurity,51.08,,,
2015.92,Cybersecurity,51.08,,,
2015.92,Cybersecurity,52.41,,,
2015.92,Cybersecurity,53.19,,,
2015.92,Cybersecurity,53.15,,,
2015.92,Cybersecurity,54.12,,,
2015.92,Cybersecurity,52.59,,,
2015.92,Cybersecurity,55.44,,,
2015.92,Cybersecurity,55.75,,,
2015.92,Cybersecurity,56.15,,,
2015.92,Data Analysis,31.37,,,
2015.92,DevOps Engineering,40.41,,,
2015.92,DevOps Engineering,40.1,,,
2015.92,DevOps Engineering,41.45,,,
2015.92,DevOps Engineering,40.47,,,
2015.92,DevOps Engineering,42.38,,,
2015.92,DevOps Engineering,41.11,,,
2015.92,DevOps Engineering,43.42,,,
2015.92,DevOps Engineering,42.14,,,
2015.92,DevOps Engineering,42.6,,,
2015.92,DevOps Engineering,44.18,,,
2015.92,DevOps Engineering,42.49,,,
2015.92,DevOps Engineering,43.32,,,
2015.92,Graphic Design,24.25,,,
2015.92,Legal Services,61.15,,,
2015.92,Legal Services,60.93,,,
2015.92,Legal Services,59.83,,,
2015.92,Legal Services,60.11,,,
2015.92,Legal Services,61.11,,,
2015.92,Legal Services,62.12,,,
2015.92,Legal Services,60.94,,,
2015.92,Legal Services,61.79,,,
2015.92,Legal Services,61.88,,,
2015.92,Legal Services,61.49,,,
2015.92,Legal Services,61.46,,,
2015.92,Legal Services,61.76,,,
2015.92,Marketing,27.33,,,
2015.92,Mobile Development,35.22,,,
2015.92,Mobile Development,36.0,,,
2015.92,Mobile Development,36.37,,,
2015.92,Mobile Development,34.89,,,
2015.92,Mobile Development,35.83,,,
2015.92,Mobile Development,36.28,,,
2015.92,Mobile Development,36.98,,,
2015.92,Mobile Development,36.83,,,
2015.92,Mobile Development,36.67,,,
2015.92,Mobile Development,37.73,,,
2015.92,Mobile Development,38.01,,,
2015.92,Mobile Development,37.35,,,
2015.92,Photography,24.71,,,
2015.92,Photography,25.48,,,
2015.92,Photography,24.99,,,
2015.92,Photography,25.76,,,
2015.92,Photography,26.36,,,
2015.92,Photography,25.95,,,
2015.92,Photography,25.64,,,
2015.92,Photography,25.84,,,
2015.92,Photography,26.11,,,
2015.92,Photography,26.69,,,
2015.92,Photography,26.38,,,
2015.92,Photography,25.44,,,
2015.92,Project Management,39.42,,,
2015.92,Project Management,40.22,,,
2015.92,Project Management,41.6,,,
2015.92,Project Management,40.58,,,
2015.92,Project Management,41.88,,,
2015.92,Project Management,42.27,,,
2015.92,Project Management,40.8,,,
2015.92,Project Management,41.13,,,
2015.92,Project Management,42.59,,,
2015.92,Project Management,40.89,,,
2015.92,Project Management,42.98,,,
2015.92,Project Management,42.33,,,
2015.92,SEO/SEM,26.03,,,
2015.92,SEO/SEM,25.25,,,
2015.92,SEO/SEM,25.05,,,
2015.92,SEO/SEM,24.82,,,
2015.92,SEO/SEM,26.03,,,
2015.92,SEO/SEM,25.59,,,
2015.92,SEO/SEM,26.2,,,
2015.92,SEO/SEM,26.24,,,
2015.92,SEO/SEM,25.76,,,
2015.92,SEO/SEM,26.89,,,
2015.92,SEO/SEM,26.63,,,
2015.92,SEO/SEM,26.73,,,
2015.92,Social Media Management,20.26,,,
2015.92,Social Media Management,20.14,,,
2015.92,Social Media Management,20.3,,,
2015.92,Social Media Management,20.01,,,
2015.92,Social Media Management,20.59,,,
2015.92,Social Media Management,20.29,,,
2015.92,Social Media Management,20.51,,,
2015.92,Social Media Management,20.85,,,
2015.92,Social Media Management,20.34,,,
2015.92,Social Media Management,21.12,,,
2015.92,Social Media Management,21.28,,,
2015.92,Social Media Management,21.61,,,
2015.92,Translation,22.09,,,
2015.92,Translation,22.03,,,
2015.92,Translation,21.92,,,
2015.92,Translation,22.55,,,
2015.92,Translation,22.74,,,
2015.92,Translation,22.52,,,
2015.92,Translation,22.83,,,
2015.92,Translation,22.47,,,
2015.92,Translation,22.66,,,
2015.92,Translation,22.66,,,
2015.92,Translation,22.93,,,
2015.92,Translation,22.72,,,
2015.92,UX/UI Design,34.54,,,
2015.92,Video Editing,24.07,,,
2015.92,Virtual Assistant,19.85,,,
2015.92,Voiceover,31.4,,,
2015.92,Web Development,34.57,,,
2015.92,Writing,19.78,,,
2016.0,3D Modeling,30.31,,,
2016.0,3D Modeling,30.28,,,
2016.0,3D Modeling,29.96,,,
2016.0,3D Modeling,30.05,,,
2016.0,3D Modeling,30.48,,,
2016.0,3D Modeling,30.91,,,
2016.0,3D Modeling,31.26,,,
2016.0,3D Modeling,32.52,,,
2016.0,3D Modeling,31.47,,,
2016.0,3D Modeling,32.66,,,
2016.0,3D Modeling,33.33,,,
2016.0,3D Modeling,32.84,,,
2016.0,AI/ML Development,45.86,,,
2016.0,AI/ML Development,45.78,,,
2016.0,AI/ML Development,47.12,,,
2016.0,AI/ML Development,46.46,,,
2016.0,AI/ML Development,46.81,,,
2016.0,AI/ML Development,46.93,,,
2016.0,AI/ML Development,48.34,,,
2016.0,AI/ML Development,48.08,,,
2016.0,AI/ML Development,45.72,,,
2016.0,AI/ML Development,49.55,,,
2016.0,AI/ML Development,49.99,,,
2016.0,AI/ML Development,50.29,,,
2016.0,AI/ML Development,32.0,Market Research 2016,,
2016.0,Accounting,35.13,,,
2016.0,Accounting,35.37,,,
2016.0,Accounting,35.65,,,
2016.0,Accounting,35.13,,,
2016.0,Accounting,35.74,,,
2016.0,Accounting,35.84,,,
2016.0,Accounting,36.31,,,
2016.0,Accounting,35.73,,,
2016.0,Accounting,36.29,,,
2016.0,Accounting,36.45,,,
2016.0,Accounting,36.68,,,
2016.0,Accounting,36.73,,,
2016.0,Audio Production,27.94,,,
2016.0,Audio Production,28.3,,,
2016.0,Audio Production,28.44,,,
2016.0,Audio Production,28.33,,,
2016.0,Audio Production,30.12,,,
2016.0,Audio Production,28.93,,,
2016.0,Audio Production,28.09,,,
2016.0,Audio Production,29.38,,,
2016.0,Audio Production,29.72,,,
2016.0,Audio Production,29.16,,,
2016.0,Audio Production,29.96,,,
2016.0,Audio Production,30.71,,,
2016.0,Blockchain Development,55.7,,,
2016.0,Blockchain Development,54.11,,,
2016.0,Blockchain Development,54.99,,,
2016.0,Blockchain Development,56.46,,,
2016.0,Blockchain Development,55.85,,,
2016.0,Blockchain Development,62.31,,,
2016.0,Blockchain Development,59.27,,,
2016.0,Blockchain Development,61.2,,,
2016.0,Blockchain Development,59.3,,,
2016.0,Blockchain Development,61.65,,,
2016.0,Blockchain Development,59.86,,,
2016.0,Blockchain Development,61.17,,,
2016.0,Blockchain Development,38.0,Market Research 2016,,
2016.0,Content Creation,18.02,,,
2016.0,Content Creation,18.26,,,
2016.0,Content Creation,18.33,,,
2016.0,Content Creation,18.57,,,
2016.0,Content Creation,18.59,,,
2016.0,Content Creation,18.21,,,
2016.0,Content Creation,18.93,,,
2016.0,Content Creation,19.05,,,
2016.0,Content Creation,18.13,,,
2016.0,Content Creation,18.96,,,
2016.0,Content Creation,19.12,,,
2016.0,Content Creation,18.75,,,
2016.0,Cybersecurity,49.82,,,
2016.0,Cybersecurity,50.43,,,
2016.0,Cybersecurity,50.73,,,
2016.0,Cybersecurity,52.99,,,
2016.0,Cybersecurity,52.97,,,
2016.0,Cybersecurity,52.83,,,
2016.0,Cybersecurity,53.14,,,
2016.0,Cybersecurity,52.34,,,
2016.0,Cybersecurity,53.17,,,
2016.0,Cybersecurity,54.83,,,
2016.0,Cybersecurity,54.19,,,
2016.0,Cybersecurity,56.73,,,
2016.0,Cybersecurity,35.0,Market Research 2016,,
2016.0,Data Analysis,31.14,,,
2016.0,DevOps Engineering,39.73,,,
2016.0,DevOps Engineering,40.7,,,
2016.0,DevOps Engineering,41.53,,,
2016.0,DevOps Engineering,42.49,,,
2016.0,DevOps Engineering,41.92,,,
2016.0,DevOps Engineering,42.29,,,
2016.0,DevOps Engineering,41.7,,,
2016.0,DevOps Engineering,43.66,,,
2016.0,DevOps Engineering,42.08,,,
2016.0,DevOps Engineering,42.83,,,
